,City,Place,Num_of_Rating,PlaceID,CityID
1075,Leh,Ladakh Rocks & Minerals Museum,6,1418,15
1076,Leh,Leh Market,10,1461,15
1077,Leh,Leh Royal Palace,743,1463,15
1078,Leh,Likir Monastery,231,1470,15
1079,Leh,Library Road Vegetable Market,18,1468,15
1080,Leh,Lotsawa Lha-Khang,18,1490,15
1081,Leh,Magnetic Hill,1429,1533,15
1082,Leh,Markha Valley,21,1636,15
1083,Leh,Manjushri Lha-Khang,11,1619,15
1084,Leh,Matho Monastery,43,1651,15
1085,Leh,Monastery Circuit,42,1705,15
1086,Leh,Namgyal Tsemo Gompa,73,1793,15
1087,Leh,Namgyal Tsemo Monastery,49,1794,15
1088,Leh,Panamic Hot Sulphur Springs,79,1958,15
1089,Leh,Old Raku House,11,1917,15
1090,Leh,Pangong Tso,3266,1966,15
1091,Leh,Phyang Monastery,43,2019,15
1092,Leh,Riasi Fort or Zorawar Fort,25,2221,15
1093,Leh,Prayer Wheel,5,2060,15
1094,Leh,Samstanling Monastery,37,2293,15
1095,Leh,Rangdum Gompa,7,2180,15
1096,Leh,Rezang La War Memorial,6,2219,15
1097,Leh,Sand Dunes Leisure Park,656,2300,15
1098,Leh,Sankar Monastery,31,2311,15
1099,Leh,Saspol Caves,19,2340,15
1100,Leh,Shanti Stupa,611,2394,15
1101,Leh,Serzang Temple,7,2367,15
1102,Leh,Shagma Karphu,1,2373,15
1103,Leh,Shey Monastery,206,2407,15
1104,Leh,Sindhu Ghat,103,2511,15
1105,Leh,Spituk Monastery,183,2552,15
1106,Leh,Soma Gompa,3,2538,15
1107,Leh,Stakna Monastery,82,2645,15
1108,Leh,Stok Palace Museum,198,2661,15
1109,Leh,Stok Kangri,10,2660,15
1110,Leh,Tanglang La,195,2732,15
1111,Leh,Sum-tsek,12,2675,15
1112,Leh,Stupa at T- Suru,2,2667,15
1113,Leh,Thiksey Monastery,1507,2807,15
1114,Leh,Textile Museum of Ladakj,2,2755,15
1115,Leh,Temple at Sumda Chun,7,2752,15
1116,Leh,The Ladakh Arts and Media Organisation,35,2784,15
1117,Leh,The Little Paradise,5,2785,15
1118,Leh,Tibetan Market,190,2827,15
1119,Leh,Tso kar Lake,35,2877,15
1120,Leh,Zanskar the Virgin Valley,89,3041,15
1121,Leh,Tsarap Chu River,3,2876,15
1122,Leh,Tingmosgang Monastery,1,2836,15
1123,Leh,Vajra Bhairav Shrine,5,2917,15
1124,Jodhpur,Baba Ramdev Temple,63,228,11
1125,Jodhpur,Arna Jharna: The Thar Desert Museum of Rajasthan,26,148,11
1126,Jodhpur,Achal Nath Shivalaya,6,20,11
1127,Jodhpur,Adhar Shila Temple,2,26,11
1128,Jodhpur,Ashapurna Mall,2,175,11
1129,Jodhpur,Ashapura Mata Mandir,2,174,11
1130,Jodhpur,Balsamand Lake and Garden,214,259,11
1131,Jodhpur,Bagtesh Fashion,1,246,11
1132,Jodhpur,Bullet Baba Temple,99,408,11
1133,Jodhpur,Bharatplaza,4,331,11
1134,Jodhpur,Chamunda Mata Temple,67,457,11
1135,Jodhpur,Chauhan's Art Gallery & Art School,88,480,11
1136,Jodhpur,Ghanta Ghar,1589,876,11
1137,Jodhpur,Chokelao Bagh,19,515,11
1138,Jodhpur,Chopasni Mandir,4,519,11
1139,Jodhpur,Jai Pol,28,1139,11
1140,Jodhpur,Jain Mahavira Temple,68,1142,11
1141,Jodhpur,Hanwant Garden,2,993,11
1142,Jodhpur,Hall of the Heroes,15,983,11
1143,Jodhpur,Jaswant Thada,1783,1186,11
1144,Jodhpur,Jambaji Temple,8,1171,11
1145,Jodhpur,Jaswant Sagar Dam,3,1185,11
1146,Jodhpur,Kaylana Lake,121,1321,11
1147,Jodhpur,Karan Heritage,6,1296,11
1148,Jodhpur,Kunj Bihari Temple,22,1400,11
1149,Jodhpur,Lavi's cooking,17,1454,11
1150,Jodhpur,Loha Pol,38,1483,11
1151,Jodhpur,Machia Biological Park,64,1517,11
1152,Jodhpur,Maharishi Dadhichi Garden,15,1556,11
1153,Jodhpur,Mandore Garden,821,1604,11
1154,Jodhpur,Mahamandir,18,1541,11
1155,Jodhpur,Mahila Bagh Zhalra,15,1566,11
1156,Jodhpur,Masuriya Hill Garden,29,1646,11
1157,Jodhpur,Mehrangarh Fort,6632,1665,11
1158,Jodhpur,Nagnechi Mata Temple,3,1775,11
1159,Jodhpur,Phool Mahal,104,2016,11
1160,Jodhpur,Neelkanth Mahadev Temple,5,1846,11
1161,Jodhpur,Oriental Art Gallery,4,1926,11
1162,Jodhpur,Phalodi Fort,7,2013,11
1163,Jodhpur,Pukhraj Durry Udhyog,76,2074,11
1164,Jodhpur,Ramdevra Temple,56,2170,11
1165,Jodhpur,Rai Ka Bag Palace,9,2123,11
1166,Jodhpur,Raj Ranchhodji Temple,3,2132,11
1167,Jodhpur,Rao Jodha Desert Rock Park,442,2189,11
1168,Jodhpur,Rani Handicraft,1,2181,11
1169,Jodhpur,Raju's Fashion Mall,2,2155,11
1170,Jodhpur,Ranisar Padamsar Lakes,4,2186,11
1171,Jodhpur,Ranisar Lake,2,2185,11
1172,Jodhpur,Rao Jodha Ji Statue,114,2190,11
1173,Jodhpur,Sardar Government Museum,12,2328,11
1174,Jodhpur,Santoshi Mata Temple,41,2318,11
1175,Jodhpur,Rasik Bihari Temple (Niniji Temple),2,2194,11
1176,Jodhpur,Saleraj Store,2,2279,11
1177,Jodhpur,Sardar Market,76,2330,11
1178,Jodhpur,Sardar Samand Lake,15,2331,11
1179,Jodhpur,Shri Ganesh Temple,50,2468,11
1180,Jodhpur,Shree Pal Balaji Temple,6,2449,11
1181,Jodhpur,Shrine of the Three Hundred Million Gods,1,2499,11
1182,Jodhpur,Shri Gangshyam Ji Maharaj Mandir,3,2469,11
1183,Jodhpur,Toorji Ka Jhalra (Toorji’s Step Well),292,2857,11
1184,Jodhpur,Suraj Garden,2,2690,11
1185,Jodhpur,Sun Temple,5,2676,11
1186,Jodhpur,St Andrews Hall Church,2,2602,11
1187,Jodhpur,Takhat Sagar Lake,2,2723,11
1188,Jodhpur,The Singaria Coin Museum,10,2797,11
1189,Jodhpur,Swami Vivekanand Park,1,2703,11
1190,Jodhpur,Umaid Bhawan Palace Museum,2304,2895,11
1191,Jodhpur,Umaid Heritage Art School,158,2896,11
1192,Jodhpur,Umed Garden,27,2897,11
1193,Jodhpur,Vastra Vinod,11,2929,11
1194,Jodhpur,Zenana Mahal,30,3042,11
1195,Jodhpur,Walk to blueCity heritagetour,26,2983,11
1196,Jodhpur,Yakub Pottery Udhyog Art,2,3021,11
1197,Pune,Lonavala Lake,191,1487,26
1198,Pune,Aga Khan Palace,1120,35,26
1199,Pune,Aditya Shagun Mall,4,31,26
1200,Pune,Amanora Mall,221,82,26
1201,Pune,Appu Ghar Amusement Park,41,132,26
1202,Pune,Amazeum Children's Museum,2,87,26
1203,Pune,Andra Valley Dam,4,110,26
1204,Pune,Apsara Theater,3,133,26
1205,Pune,Apsara Theatre,1,134,26
1206,Pune,Art2Day Gallery,3,162,26
1207,Pune,Archeological museum,3,143,26
1208,Pune,Aroha Srushti Agri Tourism,6,149,26
1209,Pune,Aryabhushan Theatre,3,172,26
1210,Pune,Balewadi Stadium (Shri Shiv Chhatrapati),63,254,26
1211,Pune,Balak Shishu Mandir,2,251,26
1212,Pune,Balbhim Mandir,3,253,26
1213,Pune,Baneshwar Temple,125,274,26
1214,Pune,Bandiwan Maruti Mandir,2,267,26
1215,Pune,Baner Hill,3,273,26
1216,Pune,BAPS Shri Swaminarayan Mandir,66,219,26
1217,Pune,AquaDunia,1,135,26
1218,Pune,Bedse Caves,43,300,26
1219,Pune,Bedekar Ganpati Mandir,1,299,26
1220,Pune,Bhatghar Dam,20,333,26
1221,Pune,Bhimashankar Wildlife Sanctuary,47,341,26
1222,Pune,Bhama Askhed Dam,5,321,26
1223,Pune,Bharat Natya Sanshodhan Mandir,5,327,26
1224,Pune,Bhuleshwar Temple,195,349,26
1225,Pune,Bhimthadi Jatra,14,343,26
1226,Pune,Blades of Glory Cricket Museum,23,376,26
1227,Pune,Bund Garden,35,409,26
1228,Pune,Chaturshrungi Temple,573,477,26
1229,Pune,Blessings Aquarium,4,378,26
1230,Pune,Chakan Fort,6,449,26
1231,Pune,Chokhi Dhani,97,517,26
1232,Pune,Chatushrungi Hills,7,478,26
1233,Pune,Chavand Fort,9,484,26
1234,Pune,Chittaranjan Vatika Garden,8,514,26
1235,Pune,Dagadusheth Halwai Ganapati Temple,3018,595,26
1236,Pune,Clover Center,2,553,26
1237,Pune,Darshan Museum,1329,616,26
1238,Pune,Dashbhuja Ganpati Temple,11,621,26
1239,Pune,Devkund Waterfall,50,657,26
1240,Pune,Dashbhuj ganpati mandir,2,620,26
1241,Pune,Deshmukh Devi Mandir,2,651,26
1242,Pune,Devi Chamunda Mata Mandir,2,655,26
1243,Pune,"Diamond Parks - Water, Adventure & Camping",69,671,26
1244,Pune,Dharmaveer Chatrapati Sambhaji Maharaj,2,665,26
1245,Pune,Dive Ghat Valley,20,684,26
1246,Pune,Empress Gardens,54,761,26
1247,Pune,Dipika Balak Mandir,2,681,26
1248,Pune,Dighi Hills,10,676,26
1249,Pune,Dr Salim Ali Bird Sanctuary,3,707,26
1250,Pune,Film and Television Institute of India,11,782,26
1251,Pune,Four Seasons Winery,24,807,26
1252,Pune,Gandhi National Memorial,24,842,26
1253,Pune,Fire Brigade Museum,5,786,26
1254,Pune,Ganesha Temple,17,848,26
1255,Pune,Funky Monkeys Play Center Pune,10,817,26
1256,Pune,Ghoradeshwar Temple,20,881,26
1257,Pune,Gatha Temple,8,863,26
1258,Pune,Gcorp Pulse Mall,8,869,26
1259,Pune,Ghangad Fort,2,875,26
1260,Pune,Gram Sanskruti Udyan Village Park,63,915,26
1261,Pune,Girijatmaka Temple,4,885,26
1262,Pune,Gopal Gyan Samaj Mandir,4,906,26
1263,Pune,Hong Kong Lane,11,1053,26
1264,Pune,Gurudwara Guru Nanak Darbar,4,948,26
1265,Pune,Gurudatta Temple,2,940,26
1266,Pune,Gupt Bhimashankar,8,929,26
1267,Pune,Harkirat Singh Theatre,1,1003,26
1268,Pune,Hanuman Lake,4,990,26
1269,Pune,Harakadas Vidya Mandir,2,997,26
1270,Pune,Inorbit Mall,404,1113,26
1271,Pune,Ishanya Mall,18,1123,26
1272,Pune,Inter National Institute of Fashion Design,2,1117,26
1273,Pune,ISKCON NVCC Temple,777,1075,26
1274,Pune,Induri fort,6,1111,26
1275,Pune,Jangali Maharaj Temple,35,1179,26
1276,Pune,Joshi's Museum of Miniature Railways,51,1221,26
1277,Pune,Jambhulwadi Lake,7,1172,26
1278,Pune,Jedhe Maruti Mandir,3,1199,26
1279,Pune,Jewel Square Mall,7,1202,26
1280,Pune,Joggers Park,7,1215,26
1281,Pune,Jijamata Balak Mandir,1,1210,26
1282,Pune,Junnar Caves,16,1228,26
1283,Pune,Kamla Nehru Park,46,1276,26
1284,Pune,Junglehood,9,1227,26
1285,Pune,Kanifnath Temple,23,1289,26
1286,Pune,Kakade Mall,5,1249,26
1287,Pune,Kalubai Mandir,2,1270,26
1288,Pune,Kasarsai Dam,34,1307,26
1289,Pune,Kasba Peth Ganpati Temple,13,1308,26
1290,Pune,Katraj Jain Temple,204,1316,26
1291,Pune,Khadakwasla Dam,253,1334,26
1292,Pune,Katraj Lake,6,1317,26
1293,Pune,Kavadi Pat,7,1318,26
1294,Pune,Khandi Waterfalls,13,1340,26
1295,Pune,Kirkee War Cemetery,70,1358,26
1296,Pune,Khunya Murlidhar Mandir,2,1348,26
1297,Pune,Khandoba Temple,1,1341,26
1298,Pune,Kilbil Balak Mandir,3,1353,26
1299,Pune,Koregaon Park,25,1374,26
1300,Pune,Krushnai Water Park,70,1385,26
1301,Pune,Krishna River,3,1380,26
1302,Pune,Krome Mall,8,1384,26
1303,Pune,Kumar Pacific Mall,49,1394,26
1304,Pune,Lal Mahal Chitra,15,1441,26
1305,Pune,Lavasa International Convention Centre,260,1453,26
1306,Pune,Krushnai Water World,8,1386,26
1307,Pune,Laxmi Road,854,1457,26
1308,Pune,Laxmi Mata Temple,7,1455,26
1309,Pune,Lifestyle Mall,15,1469,26
1310,Pune,Madhe Ghat,19,1523,26
1311,Pune,Mahatma Phule Museum,17,1560,26
1312,Pune,Liberty Theatre,2,1467,26
1313,Pune,Malshej Ghats,541,1586,26
1314,Pune,Lord Ayyappa Temple,10,1489,26
1315,Pune,Madhusad Ganpati Mandir,2,1526,26
1316,Pune,Mahasoba Mandir,1,1558,26
1317,Pune,Malhargad Fort,8,1579,26
1318,Pune,Manas Holiday Resorts,40,1597,26
1319,Pune,Mayur Baug,51,1659,26
1320,Pune,Manikdoh Dam,3,1615,26
1321,Pune,Maratha Mandir,5,1629,26
1322,Pune,Mayureshwar Wildlife Sanctuary,17,1660,26
1323,Pune,Mathew Marathi Tamil Church,4,1650,26
1324,Pune,MCA Cricket Stadium,56,1507,26
1325,Pune,Meher Retreat,42,1664,26
1326,Pune,Moreshwer Ganesh Mandir Temple,18,1714,26
1327,Pune,Morgaon Mayureshwar Temple,64,1715,26
1328,Pune,Meterwave Radio Telescope Facility,6,1677,26
1329,Pune,Monkey Point,9,1707,26
1330,Pune,Mughal Garden,610,1734,26
1331,Pune,Mulshi Dam,262,1749,26
1332,Pune,Mula Mutha River,7,1744,26
1333,Pune,Mata Amardevi Temple,1,1647,26
1334,Pune,Narayani Dham Temple,160,1799,26
1335,Pune,Nagraj Mandir,8,1777,26
1336,Pune,National Defence Academy,299,1811,26
1337,Pune,National War Museum,80,1828,26
1338,Pune,Neelkantheshwar,75,1847,26
1339,Pune,Nayana,2,1840,26
1340,Pune,Navlobanath Temple,3,1838,26
1341,Pune,Needle Hole Point,7,1843,26
1342,Pune,Nitesh HUB - Shopping mall in Pune,18,1890,26
1343,Pune,Nitesh HUB,44,1889,26
1344,Pune,Nehru Stadium,5,1860,26
1345,Pune,Nilkantheshwar Temple,3,1883,26
1346,Pune,Nucleus Mall,18,1899,26
1347,Pune,Ohel David Synagogue,14,1911,26
1348,Pune,Nutan Balvikas Mandir,1,1901,26
1349,Pune,Omkareshwar Mandir,9,1921,26
1350,Pune,Osho International Meditation Resort and Guesthouse,112,1928,26
1351,Pune,Osho Teerth Park,148,1929,26
1352,Pune,Navgrah Shani Mandir,3,1836,26
1353,Pune,Parvati Temple,375,1989,26
1354,Pune,Pandit Bhimsen Joshi Udyan,6,1963,26
1355,Pune,Padma-Mani Jain Temple,6,1941,26
1356,Pune,Pashan Lake,77,1990,26
1357,Pune,Pataleshwar Cave Temple,375,1994,26
1358,Pune,Pawna Lake,198,2001,26
1359,Pune,Pavna River,16,2000,26
1360,Pune,Peshwe Udyan Zoo,24,2011,26
1361,Pune,Phoenix Market City,591,2014,26
1362,Pune,Phule Market,17,2018,26
1363,Pune,Prathamesh Farms & Agro Tourism,30,2057,26
1364,Pune,Plus Valley,4,2032,26
1365,Pune,Pimpalgaon Joga Dam,8,2022,26
1366,Pune,Pune Central Mall,12,2076,26
1367,Pune,Pratishirdi Shri Saibaba Mandir,4,2059,26
1368,Pune,Pune Okayama Friendship Garden,457,2078,26
1369,Pune,Premal Hanuman Temple,2,2063,26
1370,Pune,Pu La Deshpande Garden,3,2072,26
1371,Pune,Pune Junction Railway Station,8,2077,26
1372,Pune,Pune Tribal Museum,32,2079,26
1373,Pune,Purandar Fort,32,2083,26
1374,Pune,Raja Dinkar Kelkar Museum,459,2133,26
1375,Pune,Radhika Bhalerao,14,2113,26
1376,Pune,Raj Kapoor Memorial,3,2130,26
1377,Pune,Rajgad Fort,222,2145,26
1378,Pune,Rajiv Gandhi Zoological Park,400,2149,26
1379,Pune,Rajgad Waterpark,9,2146,26
1380,Pune,Ramdara Mandir,28,2169,26
1381,Pune,Ranjangaon Ganpati Temple,292,2187,26
1382,Pune,Ramambika Mandir,3,2167,26
1383,Pune,Royale Heritage Mall,40,2248,26
1384,Pune,"Saint Tukaram Gatha Mandir, Dehu Gaon, Pune",12,2274,26
1385,Pune,Rasai Devi Mandir,1,2191,26
1386,Pune,Ray Art Gallery,3,2203,26
1387,Pune,Rightwood,6,2224,26
1388,Pune,Sambhaji Maharaj Samadhi,18,2288,26
1389,Pune,Saibaba Mandir,6,2271,26
1390,Pune,Sahyadri Wildlife Sanctuary,5,2269,26
1391,Pune,S Mall,5,2253,26
1392,Pune,Sahastra Budhe Mandir,1,2267,26
1393,Pune,Sant Dnyaneshwar's Samadhi Mandir,54,2316,26
1394,Pune,Sambhaji Park,3,2289,26
1395,Pune,Saras Baug,155,2323,26
1396,Pune,Saras Garden,11,2325,26
1397,Pune,Sarasbaug Ganpati Temple,556,2326,26
1398,Pune,Seasons Mall,170,2358,26
1399,Pune,Sardar Holkar Shiv Mandir,4,2329,26
1400,Pune,Sausage Hills,3,2346,26
1401,Pune,Satyavan Maruti Mandir,1,2345,26
1402,Pune,Sentosa Water Park,82,2363,26
1403,Pune,Seven Wonders Dream Park,20,2369,26
1404,Pune,Sgs Mall,128,2372,26
1405,Pune,Shaniwar Wada,979,2387,26
1406,Pune,Shinde Chatri,58,2415,26
1407,Pune,Shantivan,3,2397,26
1408,Pune,Shree Chintamani Temple,93,2438,26
1409,Pune,Shitla Devi Mandir,2,2418,26
1410,Pune,Shree Chardham Mandir,3,2437,26
1411,Pune,Shivaji Maharaj Museum of Indian History,6,2422,26
1412,Pune,Shree Krishna Mandir,15,2446,26
1413,Pune,Shree Moreshwar Temple,12,2448,26
1414,Pune,Shri Kashvishweshwar Temple,3,2475,26
1415,Pune,Shri Mahadev Temple,3,2478,26
1416,Pune,Shree Mahalaxmi Mandir,4,2447,26
1417,Pune,Shri Dattatray Temple,2,2465,26
1418,Pune,Shri Satya Sai Pandurang Kshetra,95,2486,26
1419,Pune,Shri Mahalaxmi Mandir,9,2479,26
1420,Pune,Shri Mrutyunjayeshwar Temple,5,2482,26
1421,Pune,Shri Wagheshwar Temple,16,2494,26
1422,Pune,Sinhagad Fort,1653,2516,26
1423,Pune,Shri Amba Mata Mandir,2,2464,26
1424,Pune,Shri Subramaniya Swamy Temple,2,2491,26
1425,Pune,Someshwar Wadi Temple,28,2539,26
1426,Pune,Spot 18 Mall,15,2554,26
1427,Pune,Sri Balaji Mandir,893,2566,26
1428,Pune,St Ignatius Church,6,2607,26
1429,Pune,St Xaviers Church,12,2623,26
1430,Pune,Taljai Hill,53,2727,26
1431,Pune,St. Mary's Church,17,2633,26
1432,Pune,Surya Mukhi Gurudutt Mandir,4,2695,26
1433,Pune,Tail-Baila Fort,6,2717,26
1434,Pune,Tamhini Ghat,76,2731,26
1435,Pune,Temghar Dam,18,2750,26
1436,Pune,The Pavillion,29,2790,26
1437,Pune,Tilak Smarak Mandir,12,2832,26
1438,Pune,The Church Of The Holy Name,1,2768,26
1439,Pune,Temple of Narasimha,2,2753,26
1440,Pune,The Hidden Oasis,3,2778,26
1441,Pune,Thokarwadi Dam,2,2814,26
1442,Pune,Torna Fort,75,2859,26
1443,Pune,Tilting Art Gallery,2,2834,26
1444,Pune,Studio Kaleido,7,2664,26
1445,Pune,Tinmukhi Mata Mandir,3,2837,26
1446,Pune,To the Glory Church,2,2841,26
1447,Pune,Tulsi Baug Shopping Market,58,2881,26
1448,Pune,Tung Fort,33,2886,26
1449,Pune,Talajai Hill,5,2725,26
1450,Pune,Trishundha Ganpati Temple,9,2873,26
1451,Pune,University of Pune,190,2906,26
1452,Pune,Vetal Hill,59,2943,26
1453,Pune,Vandevi Mandir,5,2922,26
1454,Pune,Varasgaon Dam,10,2924,26
1455,Pune,Visapur Fort,86,2965,26
1456,Pune,Vikram Pendse Cycles,3,2958,26
1457,Pune,Vishram Bagh Waada Palace,14,2968,26
1458,Pune,Western Ghats,283,3002,26
1459,Pune,Wadkar's Agritourism,3,2981,26
1460,Pune,Vishrambaug Samaj Mandir,4,2969,26
1461,Pune,Westend Mall,2,2999,26
1462,Pune,Vimal Garden,2,2961,26
1463,Pune,Yedgaon Dam,5,3026,26
1464,Pune,Withlovenregards,1,3011,26
1465,Aurangabad,Alamgir Dargah,29,68,4
1466,Aurangabad,Aurangabad Caves,315,199,4
1467,Aurangabad,Bhadra Maruti,270,314,4
1468,Aurangabad,Baradari Iwaz Khan Aqueduct,4,283,4
1469,Aurangabad,Bibi Ka Maqbara,1408,354,4
1470,Aurangabad,Bharat Mata Mandir,13,325,4
1471,Aurangabad,Chatrapati Shivaji Museum,41,474,4
1472,Aurangabad,Chini Mahal,47,506,4
1473,Aurangabad,Ellora Caves,2177,759,4
1474,Aurangabad,Dargah Baba Shah Muzafir,17,608,4
1475,Aurangabad,Damri Mahal,7,603,4
1476,Aurangabad,Dargah of Pir Ismail,8,611,4
1477,Aurangabad,Ganesh Temple,19,847,4
1478,Aurangabad,Goga Baba Hill,21,895,4
1479,Aurangabad,Grishneshwar Jyotirlinga Temple,857,918,4
1480,Aurangabad,Gul Mandi Market,27,923,4
1481,Aurangabad,H2O Water Park,34,975,4
1482,Aurangabad,Hemadpanthi Temple-Mosque,11,1028,4
1483,Aurangabad,Gurudwara Bhai Saheb Bhai Daya Singh Ji Bhai Dharam Singh Ji,8,944,4
1484,Aurangabad,Jain Temple,36,1147,4
1485,Aurangabad,Himayat Baugh Aurangabad,9,1046,4
1486,Aurangabad,Jama Masjid,479,1167,4
1487,Aurangabad,Jayakwadi Dam,49,1195,4
1488,Aurangabad,Mhaismal,13,1684,4
1489,Aurangabad,Killa Arak,6,1354,4
1490,Aurangabad,Nizamshahi Mahal,18,1894,4
1491,Aurangabad,MAHAGAMI GURUKUL Arts Center,6,1506,4
1492,Aurangabad,MGM APJ Abdul Kalam Astrospace Science Centre & Club,3,1510,4
1493,Aurangabad,Naukonda Palace,4,1832,4
1494,Aurangabad,Panchakki (Water Mill),401,1959,4
1495,Aurangabad,Pithalkhora Caves,19,2028,4
1496,Aurangabad,Prozone Mall Aurangabad,85,2071,4
1497,Aurangabad,Siddharth Garden,84,2506,4
1498,Aurangabad,Shah Ganj Masjid,7,2376,4
1499,Aurangabad,Ramakrishna Mission Aurangabad,3,2164,4
1500,Aurangabad,Purwar Museum,3,2086,4
1501,Aurangabad,Sunheri Mahal,31,2683,4
1502,Aurangabad,Sindkhed Raja,15,2512,4
1503,Aurangabad,Tomb of Mughal Emperor Aurangzeb,182,2855,4
1504,Aurangabad,Supari Hanuman Temple,9,2688,4
1505,Aurangabad,The Kacheri,4,2783,4
1506,Aurangabad,Valley of the Sufi Saints,20,2919,4
1507,Darjeeling,Ahal Dara View Point,14,42,6
1508,Darjeeling,Aloobari Gompa Monastery,18,79,6
1509,Darjeeling,Ava Art Gallery,18,202,6
1510,Darjeeling,Barbotey Rock Garden,253,287,6
1511,Darjeeling,Badamtam Tea Estate,5,236,6
1512,Darjeeling,Batasia Loop,1083,291,6
1513,Darjeeling,Bengal Natural History Museum,44,308,6
1514,Darjeeling,Bhutia Busty Gompa Monastery,32,351,6
1515,Darjeeling,Bindu Dam,30,358,6
1516,Darjeeling,Chapramari Wildlife Sanctuary,38,468,6
1517,Darjeeling,Chattakpur,17,475,6
1518,Darjeeling,Coronation Bridge,244,565,6
1519,Darjeeling,Dali Monastery,84,601,6
1520,Darjeeling,Darjeeling Himalayan Railway Ghoom Museum,233,613,6
1521,Darjeeling,Darjeeling Himalayan Railway,789,612,6
1522,Darjeeling,Darjeeling Toy Train,678,614,6
1523,Darjeeling,Dhirdham Temple,18,667,6
1524,Darjeeling,Devi-Sthan Temple,3,656,6
1525,Darjeeling,Everest Museum,134,769,6
1526,Darjeeling,Dow Hill,7,705,6
1527,Darjeeling,Dudia,3,715,6
1528,Darjeeling,Ghanti Dara,14,878,6
1529,Darjeeling,Ghoom Monastery,432,880,6
1530,Darjeeling,Forest Museum,9,799,6
1531,Darjeeling,Ganga Maya Park,4,851,6
1532,Darjeeling,Happy Valley Tea Estate,678,996,6
1533,Darjeeling,Gombu Rock,4,905,6
1534,Darjeeling,Guru Sakya Monastery,4,938,6
1535,Darjeeling,Himalayan Mountaineering Institute,1245,1044,6
1536,Darjeeling,Hayden Hall,3,1017,6
1537,Darjeeling,Himalayan Tibet Museum,63,1045,6
1538,Darjeeling,Japanese Peace Pagoda,1007,1183,6
1539,Darjeeling,Homedara Siva Mandir Temple,3,1052,6
1540,Darjeeling,Jhandi Dara Sunrise Point,34,1207,6
1541,Darjeeling,Kanchenjunga Mountain,938,1283,6
1542,Darjeeling,Kali Temple,4,1264,6
1543,Darjeeling,Lamahatta,45,1446,6
1544,Darjeeling,Kawlay Dara View Point,3,1319,6
1545,Darjeeling,Lava,98,1451,6
1546,Darjeeling,Lava Jamgyong Kongtrul Monastery,3,1452,6
1547,Darjeeling,Lebong Race Course,11,1460,6
1548,Darjeeling,Lloyd Botanical Garden,49,1477,6
1549,Darjeeling,Madhuban Park,14,1525,6
1550,Darjeeling,Mahakal Temple,266,1535,6
1551,Darjeeling,Mahananda Wildlife Sanctuary,24,1543,6
1552,Darjeeling,Neora Valley National Park,37,1863,6
1553,Darjeeling,Observatory Hill,70,1905,6
1554,Darjeeling,Orange Valley Tea Estate,3,1924,6
1555,Darjeeling,Padmaja Naidu Himalayan Zoological Park,1916,1942,6
1556,Darjeeling,Neora Valley Nature Interpretation Centre,4,1864,6
1557,Darjeeling,Passenger Ropeway,583,1991,6
1558,Darjeeling,Petrichor Farms,36,2012,6
1559,Darjeeling,Rink Mall,29,2225,6
1560,Darjeeling,Salugara Monastery,18,2284,6
1561,Darjeeling,Samsing,39,2292,6
1562,Darjeeling,Samco Ropeway,4,2290,6
1563,Darjeeling,Shrubbery Nightingale Park,23,2500,6
1564,Darjeeling,Senchal Lake,6,2362,6
1565,Darjeeling,Samthar Plateau,8,2294,6
1566,Darjeeling,Snow Leopard Breeding Centre,10,2528,6
1567,Darjeeling,St. Mary's Hill,7,2635,6
1568,Darjeeling,Suntalekhola,53,2687,6
1569,Darjeeling,Srikhola,3,2597,6
1570,Darjeeling,Surya Sen Park,11,2696,6
1571,Darjeeling,Tea Garden,394,2744,6
1572,Darjeeling,Tamang Buddhist Monastery,5,2730,6
1573,Darjeeling,Roy Villa,3,2242,6
1574,Darjeeling,Tibetan Buddhist Monastery,66,2826,6
1575,Darjeeling,Teesta Bazaar,3,2748,6
1576,Darjeeling,Thongsa Gompa,3,2817,6
1577,Darjeeling,Tiger Hill Observation Deck,114,2831,6
1578,Darjeeling,Tiger Hill,1646,2830,6
1579,Darjeeling,Tinchuley Village,155,2835,6
1580,Darjeeling,Yiga Choeling Monastery,29,3028,6
1581,Darjeeling,Zong Dog Palri Fo Brang Monastery,4,3045,6
1582,Nainital,Astronomical Observatory,36,193,21
1583,Nainital,Bara Bazaar,44,282,21
1584,Nainital,Eco Cave Gardens,616,733,21
1585,Nainital,Goddess Naina Devi,826,894,21
1586,Nainital,Governor's House Raj Bhawan,124,913,21
1587,Nainital,Guano Hills,11,921,21
1588,Nainital,Gurney House,34,935,21
1589,Nainital,Gurudwara Shri Singh Sabha,51,963,21
1590,Nainital,Hanuman Garhi Temple,56,988,21
1591,Nainital,High Altitude Zoo,787,1035,21
1592,Nainital,Himalayan Botanical Garden,57,1042,21
1593,Nainital,Kainchi Dham,289,1247,21
1594,Nainital,Jama Masjid Mosque,276,1169,21
1595,Nainital,Himalayan Center of Sri Aurobindo Ashram,19,1043,21
1596,Nainital,Khurpa Taal,206,1349,21
1597,Nainital,Kalagadh Dam,7,1255,21
1598,Nainital,Lands End,78,1448,21
1599,Nainital,Managir Village,13,1592,21
1600,Nainital,Mukteshwar Temple,358,1741,21
1601,Nainital,Mandal River,8,1600,21
1602,Nainital,Naina Peak,211,1779,21
1603,Nainital,Nainital Lake,2770,1781,21
